,Unnamed: 0,indice,nome,ingredientes,modo de preparo,rendimento,tempo_de_preparo_min,sites,categorias,tempo_de_cozimento_min,tempo_de_espera_min
327,327,327,merengue-com-niina-secrets,"4 colheres de sopa de acucar + 2 colheres para adicionar aos morangos, 500 gramas de creme de leite fresco, 300 gramas de morango fresco, suspiros a gosto","['Em uma tigela de servir, alterne camadas de chantilly, suspiro e merengue. Leve para gelar e esta pronto ;D', 'Misture as duas colheres de sopa de acucar aos morangos picados.', 'Deixe o creme de leite no congelador por 15 minutos e em seguida bata com as 4 colheres de sopa de acucar ate atingir o ponto de chantilly.']",10 pessoas,15.0,https://www.daninoce.com.br/receitas/merengue-com-niina-secrets/,extras,0.0,20.0
328,328,328,bolo-bombom-de-morango-aka-bombom-gigante-de-morango,"100 gramas de coco ralado fino, 1 lata de leite condensado, 1 colher de sopa de fermento em po, 1 xicara de farinha de trigo, leite de coco para molhar o bolo, 3 colheres de sopa de manteiga, 3 latas de leite condensado, morangos a gosto, 400 gramas de chocolate ao leite temperado*, 100 gramas de coco ralado, se voce puder comprar fresco fica ainda melhor, 4 ovos grandes, 1 pitada de sal","['DICA: Faca isso com delicadeza para que o chocolate nao rache.', 'Na hora de servir, desenforme o bolo com cuidado no prato de bolo.', 'Tempere a segunda metade do chocolate e despeje sobre a primeira camada ja fria.', 'Complete com mais beijinho nas bordas e mais uma camada generosa de morangos.', 'Cozinhe todos os ingredientes ate o ponto de brigadeiro.', 'Gire a forma para o chocolate cobrir tudo e leve a geladeira novamente ate que o chocolate endureca.', 'Depois que tudo estiver bem misturado, acrescente a farinha e bata so ate se misturar.', 'Em seguida, passe mais uma camada fina de beijinho sobre os morangos.', 'Corte o topo do bolo e as laterais que ficaram mais douradas no forno. Se o bolo ficou muito grande, corte-o ao meio para obter uma camada de aproximadamente 4 centimetros de altura.', 'Asse o bolo em forno preaquecido a 180@C por aproximadamente 35 minutos ou ate que um palito inserido no centro da massa saia limpo.', 'Arrume o bolo sobre o beijinho e molhe-o com leite de coco.', 'DICA 3: Para nao quebrar o chocolate, esquente a faca na boca do fogao ou no macarico conforme corta as fatias.', 'Transfira o beijinho para um prato, cubra com plastico filme em contato e reserve fora da geladeira ate esfriar.', 'Espalhe bem o chocolate com o pincel e leve a forma a geladeira por 10 minutos.', 'DICA 2: Nao corte os morangos pois eles soltam muita agua. Coloque-os inteiros no bolo.', 'Retire as folhinhas dos morangos e arrume-os sobre o beijinho.', 'Por ultimo, passe mais uma camada de beijinho e leve o bolo a geladeira por 4 horas.', 'Tempere o chocolate em duas partes. Primeiro, tempere apenas 200 gramas e em seguida cubra todo o fundo de uma forma de plastico para bolo.', 'Bata todos os ingredientes no liquidificador, menos a farinha.', 'Espalhe o beijinho com a ajuda de uma colher dentro da casquinha de chocolate.', 'Despeje a massa do bolo em uma forma de 21 cm de diametro untada e enfarinhada.']",12 pessoas,60.0,https://www.daninoce.com.br/receitas/bolo-bombom-de-morango-aka-bombom-gigante-de-morango/,chocolate,35.0,240.0
329,329,329,strudel-de-maca,"10 g (1 col. sopa) de fecula de batata, 48 g (4 col. sopa) de acucar cristal, 6 g (1 col. sobremesa) de canela em po, 1 col. de cha de noz-moscada ralada, 2,5 ml (1/2 col. de cha) de vinagre, 100 g de passas brancas, 1 ovo, 1/4 de col. de cha de cravo em po, 150 g (3/4 xic.) de manteiga sem sal derretida (para abrir a massa), 500 g (2 xic. + 3 col. sopa) de farinha de trigo, 2,5 g (1/2 col. de cha ) de sal, 100 g de nozes picadas, 200 ml de agua, 1 gema, 1 kg de maca verde, 60 g (3 col. sopa) de manteiga sem sal","['O objetivo aqui e ficar com uma massa de aproximadamente 1,5 x 1 m e bem fina. Tao fina quanto um papel, e que voce possa enxergar atraves da massa de tao fina.', 'Acrescente todos os outros ingredientes e processe ate que tudo se misture por aproximadamente 1 minuto.', 'Enrole o restante do strudel puxando o lencol para cima e deixando o strudel rolar ate a outra ponta do lencol.', 'Descasque e tire o miolo das macas.', 'Corte o excesso de massa que sobra nas pontas e com as pontas dos dedos aperte essas bordas para a massa grudar e o recheio nao vazar.', 'Entao com a mao levemente enfarinhada comece a puxar a massa do centro para as pontas, apenas deslizando cuidadosamente as pontas dos dedos por baixo da massa.', 'Retire do forno e sirva as fatias com um pouco de chantili no prato.', 'Pincele a massa com a manteiga derretida. Faca isso delicadamente e com um pincel de cerdas macias para nao rasgar a massa.', 'Em um processador grande, coloque a farinha, o sal e a manteiga em temperatura ambiente e processe.', 'Quando chegar a esse ponto, corte toda a borda grossa da massa com a ajuda de uma tesoura.', 'Coloque o strudel em uma forma, pincele a parte de cima com mais manteiga derretida e leve para assar em forno preaquecido a 200 oC por aproximadamente 1 hora, ou ate que o recheio esteja macio (espete um palito para descobrir se esta no ponto desejado). DICA: eu costumo pincelar mais manteiga derretida por cima nos primeiros 20 minutos que o strudel esta assando e nos 20 minutos finais tambem.', 'Reserve para colocar na massa.', 'Em uma tigela misture todos os outros ingredientes.', 'Arrume o recheio na borda mais fina da massa, deixando sobrar um pedacinho de massa para jogar por cima do recheio. Jogue esse pedaco de massa por cima.', 'Coloque a massa formada em uma batedeira com o batedor tipo gancho de massa pesada e bata em velocidade media-baixa por 10 minutos, ou entao sove por pelo menos 100 vezes para deixar a massa elastica.', 'Coloque a massa no centro do lencol e abra com o rolo ate que ela fique com aproximadamente 1 cm de diametro.', 'Coloque a massa em uma tigela untada com oleo, cubra com papel-filme e deixe descansar por 2 horas em temperatura ambiente.', 'Enquanto isso faca o recheio.', 'Enfarinhe levemente o lencol (nao exagere na quantidade de farinha).', 'Passadas as 2 horas, cubra uma mesa com um lencol limpo.', 'Corte-as em cubos medios.', 'Faca isso calmamente, puxando um lado da massa de cada vez.']",25 pessoas,60.0,https://www.daninoce.com.br/receitas/strudel-de-maca/,extras,60.0,120.0
330,330,330,coxinha-de-brigadeiro-com-morango,"1 lata de leite condensado, 4 colheres de sopa de chocolate em po ou 8 colheres de sopa de achocolatado em po, morangos, 1 colher de sopa de manteiga, confeitos","['Deixe esfriar.', 'Passe no confeito e sirva ;D', 'Em uma panela coloque todos os ingredientes e mexa em fogo baixo ate dar o ponto de brigadeiro.', 'Envolva os morangos com o brigadeiro e formate no formato de coxinha.']",5 pessoas,20.0,https://www.daninoce.com.br/receitas/coxinha-de-brigadeiro-com-morango/,chocolate,10.0,60.0
331,331,331,alfajor-com-doce-de-leite,"2 gemas, 3/4 de xicara de farinha, 1 colher de cha de fermento, 1 pitada de sal, 1/2 colher de cha de bicarbonato de sodio, 1/3 de xicara de acucar refinado, 100 gramas de manteiga, 1 xicara de amido de milho","['Quando esfriar, recheie um biscoito com doce de leite e feche com outro biscoito.', 'Com uma espatula misture bem a manteiga com o acucar ate formar uma pastinha.', 'Em uma outra tigela, misture o amido, a farinha, o fermento, o bicarbonato e o sal.', 'Tire a massa da geladeira e corte com cortadores redondos do tamanho que voce preferir.', 'Leve a massa para a geladeira por 2 horas.', 'Leve a massa para assar por 12 a 17 minutos ate que as bordinhas estejam douradas.', 'Tire os biscoitos do forno e coloque-os em uma grade para esfriar mais rapido.', 'Quando a massa estiver homogenea, abra-a entre duas folhas de papel manteiga com 1/2 cm de espessura.', 'Em seguida acrescente 2 gemas a mistura de manteiga e acucar.', 'Passe no coco ralado para grudar nas bordinhas com doce de leite e em seguida peneire um pouco de acucar de confeiteiro por cima.', 'Acrescente a mistura dos secos a mistura da manteiga aos poucos.', 'Pre-aqueca o forno a 180@C.']",12 pessoas,30.0,https://www.daninoce.com.br/receitas/alfajor-com-doce-de-leite/,extras,17.0,120.0
332,332,332,palha-italiana,"acucar de confeiteiro para polvilhar, 1 lata de leite condensado, 150 gramas de chocolate meio amargo, 2 colheres de sopa de manteiga, 1 pacote de biscoito maria, 1/2 lata de creme de leite de lata ou fresco","['Leve a geladeira para ficar bem consistente e depois corte em quadradinhos com uma faca untada com oleo.', 'Misture o leite condensado, o creme de leite, o chocolate e a manteiga em uma panela.', 'Distribua a palha italiana em uma travessa forrada com papel manteiga e alise para que fique reta.', 'Cozinhe em fogo medio ate dar o ponto de brigadeiro, quando a mistura se desgrudar da panela, e entao adicione os biscoitos quebrados. Misture ate ficar homogeneo.', 'Passe no acucar de confeiteiro e sirva!']",6 pessoas,10.0,https://www.daninoce.com.br/receitas/palha-italiana/,extras,10.0,30.0
333,333,333,reeses-barrinha-de-chocolate-recheada-com-manteiga-de-amendoim,"500 gramas de chocolate ao leite 35% de cacau, esse e o que se parece mais com o sabor do reese's, mas se voce quiser usar um chocolate com uma maior porcentagem de cacau tambem pode. fica a seu criterio., 1 receita de manteiga de amendoim*","['Cubra com uma camada de chocolate e balance um pouquinho para abaixar qualquer pontinha extra e alisar o chocolate. Leve para gelar ate endurecer.', 'Retire da forminha e divirta-se.', 'Com a ajuda de uma colher ou de um pincel, passe o chocolate na base de uma forminha de cupcake e no entorno com 1 ou 1,5 cm de altura. Faca essa camada o mais fino que conseguir e leve para a geladeira por 5 minutos.', 'Tempere o chocolate que voce escolheu**.', 'Passe a manteiga de amendoim, alise e leve para a geladeira por mais 5 minutos.']",15 pessoas,40.0,https://www.daninoce.com.br/receitas/reeses-barrinha-de-chocolate-recheada-com-manteiga-de-amendoim/,chocolate,20.0,15.0
334,334,334,petit-gateau,"75 gramas de acucar cristal, 200 gramas de acucar mascavo, 150 gramas de manteiga sem sal, 50 gramas de farinha de trigo, 1 colher de sopa de extrato de baunilha*, 150 gramas de chocolate amargo, 3 ovos, claras separadas das gemas, 50 gramas de cacau em po, 1 pitada de sal","['Em outra tigela, bata as gemas e o acucar cristal ate que a mistura fique esbranquicada.', 'Desenforme no prato de servir junto com uma bola de sorvete.', 'Incorpore o restante com delicadeza.', 'Em seguida, acrescente a mistura de gemas e incorpore delicadamente para nao perder a aeracao.', 'Asse o bolinho em forno preaquecido a 220@C por aproximadamente 8 minutos.', 'Polvilhe cacau em po sobre o bolinho e sirva imediatamente.', 'Peneire a farinha de trigo sobre a mistura do chocolate e incorpore delicadamente.', 'Bata as claras em neve e acrescente 1/3 a massa.', 'Adicione o cacau em po e o sal e misture novamente.', 'Em uma tigela em banho-maria, junte a manteiga, o acucar, o chocolate e o extrato de baunilha.', 'Unte e polvilhe com cacau em po forminhas de petit gateau, depois preencha 2/3 de cada forminha com a massa e leve a geladeira por 30 minutos.', 'Misture ate obter uma creme homogeneo, depois retire do calor e reserve.']",4 pessoas,25.0,https://www.daninoce.com.br/receitas/petit-gateau/,chocolate,7.0,30.0
335,335,335,waffle-com-sorvete-de-cereal,"1 pitadinha de sal, 5 xicaras de cereal de milho sem acucar, 1 litro de leite ou creme de leite fresco, 4 folhas de gelatina, 1/4 de xicara de leite em po, 1 litro de creme de leite fresco, 1/4 de xicara de acucar mascavo + 3/4 de xicara","['Arrume todo o cereal em uma forma e leve ao forno pre-aquecido a 180@C por 1o minutos para tostar.', 'Retire o cereal do forno, espere esfriar completamente e entao transfira-o para um pote grande.', 'Repita esse processo mais duas vezes. Na ultima vez que voce bater o sorvete, guarde-o nas formas em que for servir, mas nao esqueca de cobrir com o plastico filme em contato. O sorvete precisa ficar no congelador por no minimo 4 horas antes de servir.', 'Posicione uma peneira sobre uma tigela grande. Sobre a peneira, arrume um pano de prato bem fino ou um pano de fazer queijo. Jogue a mistura sobre o pano e deixe que todo o leite escorra para a tigela. Faca uma trouxinha com o pano e va apertando delicadamente para extrair o maximo de leite possivel sem que o cereal va para a peneira.', 'Prepare os waffles como na receita e sirva-o com frutas picadas e o sorvete de cereal ;D', 'Bater com a batedeira por 5 minutos ate aerar e engrossar. Leve ao congelador com o plastico filme em contato por mais 1 hora.', 'Adicione o leite, 1/4 de xicara de acucar mascavo e a pitada de sal, depois chacoalhe bem e deixe a mistura descansar por 20 minutos.', 'DICA: Se voce usar o creme de leite fresco, seu sorvete ficara ainda mais cremoso.', 'Em uma panela grande, misture o leite de cereal com o restante do acucar mascavo, o leite em po e o litro de creme de leite fresco. Leve a panela ao fogo e assim que a mistura amornar, acrescente as folhas de gelatina hidratadas. Mexa bem ate obter um creme homogeneo.', 'Transfira o creme para uma outra tigela, cubra com plastico filme em contato e leve ao freezer por 2 horas.', 'Hidrate a gelatina em uma tigela com bastante gelo e agua por 15 minutos.']",4 pessoas,40.0,https://www.daninoce.com.br/receitas/waffle-com-sorvete-de-cereal/,extras,10.0,240.0
336,336,336,bolo-de-fuba-com-goiabada,"1 e 2/3 xicara de farinha de trigo, 1/2 xicara de oleo de canola, girassol ou milho, 3 ovos, 1 pitada generosa de sal, 1 e 1/2 xicara de acucar, 1 colher (sopa) de fermento em po, 1 e 1/3 xicara de fuba amarelo, 1 xicara de goiabada cascao em cubos mais um pouco pra finalizar, 1 xicara de leite","['Bata na mao, ou se preferir, na batedeira, os ovos com o acucar ate misturar bem. Acrescente o oleo e bata mais um pouco.', 'Adicione a farinha e o fuba intercalados com o leite, misture bem e acrescente o fermento e misture mais um pouco.', 'Por ultimo, acrescente a goiabada passada na farinha de trigo, mas misture pouco para que farinha nao solte.', 'Despeje a massa em uma assadeira untada e enfarinhada, e coloque mais alguns cubinhos de goiabada em cima da massa dando uma afundadinha com o dedo. Asse em forno pre aquecido a 180-200@C ate dourar, por aproximadamente 50 minutos, mas faca o teste do palito para ter certeza que esta bem assado por dentro.']",10 pessoas,20.0,https://www.daninoce.com.br/receitas/bolo-de-fuba-com-goiabada/,extras,40.0,30.0
337,337,337,brownie-de-chocolate-sem-glutenlactose," 1/2  fava baunilha (raspas) ou 1 col cha extrato baunilha, 2 ovos, 1 pitada sal,  1/2  xic farinha sem gluten, 2/3 xix cacau em po 100%, 25g gordura de coco (nao hidrogenada), 110g chocolate amargo picado (sem gluten e sem derivados do leite), 200g oleo de coco, 1 1/2 xic acucar","['Despeje a massa na assadeira untada (a massa deve estar bem espessa) e leve ao forno. Apos 20 minutos aumente o forno para 170 graus. Asse mais 25 minutos. O brownie estara pronto quando estiver levemente firme ao toque e ao espetar um palito esse saia umido mas nao com massa liquida!', 'Junte o cacau em po com o sal e a farinha. Reserve.', 'Numa batedeira bata os ovos com o acucar (de preferencia com a pa) na velocidade media por 3 minutos ou ate que a mistura fique espessa e esbranquicada. Junte a baunilha e bata na velocidade lenta por mais 1 minuto. Adicione 1/3 dos secos- deixe incorporar. Adicione 1/3 do oleo+gordura. Deixe incorporar. Repita ate que tudo esteja incorporado. Adicione o chocolate picado.', 'Derreta a gordura hidrogenada com 2 colheres de oleo de coco. Misture ao restante do oleo de coco e mexa ate que tudo esteja na forma liquida. Deixe chegar a temperatura ambiente.', 'Pre-aqueca o forno a 165degC. Unte uma forma quadrada ou retangular com oleo de coco.', 'Deixe esfriar completamente antes de desenformar (esse brownie e super umido e a massa pode quebrar se for desenformada quente).']",8 pessoas,15.0,https://www.daninoce.com.br/receitas/brownie-de-chocolate-sem-glutenlactose/,chocolate,45.0,120.0
338,338,338,funnel-cake,"15 gramas de leite em po, noz-moscada ralada, 6 gramas de acucar, 70 gramas de manteiga sem sal, 3 gramas de sal, 50 gramas de acucar, 1 litro de oleo, 160 gramas de agua, 160 gramas de ovo (aproximadamente 3, mas e melhor pesar), 90 gramas de farinha, canela em po","['A massa estara pronta quando estiver completamente homogenea, entao coloque em um saco de confeitar com o bico redondo de tamanho 8 ou 10.', 'Quando estiver bem quente, faca desenhos com a massa ou bolinhas por cima do oleo, como o demonstrado no video. Deixe assar ate dourar.', 'Retire e escorra em papel absorvente.', 'Volte a panela para o fogo e cozinha a massa ate que ela vire uma bola compacta e brilhante, aproximadamente 3 minutos em fogo alto.', 'Passe no acucar com a canela e a noz-moscada misturados e sirva ainda quentinho.', 'Retire do fogo e acrescente a farinha mexendo sem parar ate que tudo se misture.', 'Esquente o oleo em uma panela.', 'Comece a acrescentar os ovos um a um, assim que o primeiro se misturar completamente na massa, coloque o proximo.', 'Assim que ferver junte o leite em po, misture e deixe ferver novamente.', 'Coloque a massa na batedeira e bata por aproximadamente 2 minutos para dissipar o calor.', 'Em uma panela leve para ferver a agua junto com a manteiga, o sal e o acucar.']",8 pessoas,30.0,https://www.daninoce.com.br/receitas/funnel-cake/,extras,10.0,0.0
339,339,339,cuca-falsa,"1 colher de cha de fermento em po, 90 gramas de manteiga em temperatura ambiente, 100 ml de leite, 50 gramas de manteiga gelada e cortada em cubos, 500 gramas de uvas pretas cortadas ao meio para colocar por cima da massa pronta, 1 ovo, 90 gramas de acucar, 1 colher de cha de canela em po, 90 gramas de acucar refinado, 140 gramas de farinha de trigo, 60 gramas de farinha de trigo, 1 pitada de sal","['Coloque as uvas pretas cortadas ao meio e sem as sementes por cima de toda a massa.', 'Bata a manteiga e o acucar na batedeira ate que forme um creme bem fofo e homogeneo.', 'Junte o ovo e bata mais um pouco. Acrescente o sal.', 'Reserve na geladeira.', 'Coloque a farofa de canela por cima.', 'Por ultimo acrescente o fermento.', 'Asse em forno pre-aquecido a 220degC por aproximadamente 40 minutos, ou ate que voce fure o bolo com um palito e ele saia limpo.', 'Disponha a massa na forma.', 'Em um processador, processe a farinha, o acucar, a canela e a manteiga ate textura de farofa. Voce pode fazer esse mesmo processo com as pontas dos dedos.', 'Unte e enfarinhe uma forma retangular, comprida e baixa.', 'Acrescente o leite e a farinha de trigo, previamente peneirada, alternadamente.']",15 pessoas,80.0,https://www.daninoce.com.br/receitas/cuca-falsa/,extras,40.0,20.0
340,340,340,ovo-surpresa-de-pascoa,"forma de ovo 19cm de altura (precisa ser bojuda), 1 xicara de creme de leite fresco, 2 colheres de sopa de glucose, pincel, 100 gramas de chocolate derretido e temperado*, 1/4 de xicara de agua, 2 xicaras de acucar cristal, 1 colher de sopa de cacau em po 100%","['Quando a sua calda de acucar estiver no ponto, acrescente a mistura de creme de leite e cacau lentamente, mexendo sempre ate que tudo se misture.', 'Desenforme os ovos sobre uma forma limpa e use um pincel bem pequeno para espalhar um pouco de chocolate na borda de um dos ovos. Em seguida, cole os dois pedacos formando o ovo. Leve ao freezer por mais 1 minuto.', 'Tire o excesso do chocolate derretido e volte ao congelador por mais 1 minuto.', 'Esquente uma forma na boca do fogao e entao coloque a base do seu ovo sobre ela. A ideia e derreter o ovo aos poucos ate chegar na maior circunferencia possivel, para que voce tenha um bom espaco na hora de colocar a sobremesa escondida.', 'DICA: Evite pegar demais no chocolate para a) nao derreter e b) nao deixar o seu ovo cheio de marcas de dedo.', 'Devagar, despeje a calda de caramelo ainda quente sobre o ovo e espere a magica acontecer ;D', 'Enquanto isso, misture o creme de leite fresco e o cacau e leve ao fogo ate ferver e misturar completamente.', 'Leve as formas ao freezer por 2 minutos.', 'Em um prato bonito, disponha um pedaco de bolo da sua escolha e uma bola de sorvete por cima. Decore com um morango e entao cubra tudo com a casca do ovo de chocolate.', 'Leve o acucar, a agua e a glucose ao fogo medio em uma panela bem alta (pois o caramelo sobe bastante!) e espere atingir 150@C, que e quando a calda adquire uma cor ambar.', 'Depois de ter temperado o seu chocolate, use o pincel para formar uma camada bem fina nas duas formas de ovo.']",1 pessoa,30.0,https://www.daninoce.com.br/receitas/ovo-surpresa-de-pascoa/,chocolate,5.0,5.0
341,341,341,queijadinha-cremosa-de-vo-com-ste-noelle,"2 colheres de sopa de manteiga sem sal, 100g de queijo parmesao ralado, 10 colheres de sopa bem cheias de farinha de trigo, 1 colher de sopa de fermento em po, 100g de coco ralado, 1 litro de leite, 4 xicaras de acucar, 4 ovos","['Retire do forno e sirva morna ou espere esfriar.', 'Bata todos os ingredientes no liquidificador menos o fermento.', 'Adicione o fermento, misture bem e leve para assar numa forma untada e enfarinhada por aproximadamente 2h em forno pre-aquecido a 180@C.']",8 pessoas,15.0,https://www.daninoce.com.br/receitas/queijadinha-cremosa-de-vo-com-ste-noelle/,extras,120.0,40.0
342,342,342,panettone,"7 + 1/2 xicara de farinha de trigo para pao com 11,5 % de proteina de gluten, 2 xicara de frutas cristalizadas cortadas em cubos, raspas de 1 limao, 200 gramas de manteiga sem sal gelada cortada em cubos, 1 colher de sopa de sal, 1 colher de sopa de extrato de baunilha*, 1 + 1/2 xicara de agua morna, raspas de 1 laranja, 2 colheres de sopa de whisky, 1/2 xicara de mel, 1 + 1/2 colher de sopa de fermento biologico seco, 8 ovos","['Com a ajuda das maos ou de um raspador meia lua, acrescente as frutas cristalizadas e misture bem.', 'Acrescente a manteiga aos poucos e deixe ela ser incorporada por completo pela massa. Entao bata em velocidade maxima por mais 5 minutos.', 'Pincele um ovo batido com uma pitada de sal por cima de todo o panettone.', 'Com uma faca bem afiada ou um estilete, faca um corte em X na parte de cima do panettone.', 'Coloque um pedacinho de manteiga no centro de cada panettone e leve para assar em forno pre-aquecido a 200oC por aproximadamente 1 hora e meia ou ate que esteja bem dourado (um dourado bem escuro) e que voce bata na parte de baixo e ouca um som de oco.', 'Retire a massa da geladeira, enfarinhe uma mesa limpa e divida a massa em 4 pedacos iguais. Eu usei formas de panettone com 15 cm de diametro por 10 cm de altura.', 'Forme bolas com os pedacos da massa, mas sem apertar muito a bola.', 'Quando a massa se formar, aumente a velocidade para maxima e bata por 5 minutos.', 'Cubra a massa com plastico filme e deixe crescer na geladeira por 24 horas.', 'Coloque a parte que fecha a bola para baixo na forma (a parte lisa fica para cima).', 'Coloque as raspas da laranja e do limao, depois os ovos, o sal, o extrato de baunilha e o whisky. Misture tudo levemente com o fouet.', 'Depois de frio e so aproveitar ;D', 'Unte as formas com manteiga derretida.', 'Na batedeira junte a agua, o mel e o fermento e misture.', 'Cubra com um pano limpo e deixe crescer por 5 horas, ou ate que chegue no topo da forma.', 'Entao 2 palitos de churrasco na base de cada panettone e deixe que ele esfrie virado de cabeca para baixo dentro de uma tigela ou panela alta. O panettone nao pode encostar no fundo da panela, os palitos servem para fazer com que ele fique suspenso, como demonstrado no video. Isso vai fazer com que a massa do seu panettone fique mais fofinha e que ele mantenha o formato de topo alto como saiu do forno.', 'Adicione 1/3 da farinha e ligue a batedeira (com o uso do gancho para massas pesadas) na velocidade media para baixa. Conforme a mistura dos liquidos por puxando a farinha, va acrescentando o restante.', 'Acrescente algumas amendoas em lascas (opcional) e um pouco de acucar cristal.']",24 pessoas,30.0,https://www.daninoce.com.br/receitas/panettone/,extras,90.0,1800.0
343,343,343,pavlova-de-frutas-vermelhas,"100 gramas de amora, 180 gramas de claras (aproximadamente as claras de 6 ovos), 24 gramas (2 colheres de sopa) de acucar cristal, 30 ml (2 colheres de sopa) de extrato de baunilha ou as sementes de 1 fava de baunilha, 500 gramas (2 xicaras ou 1 garrafinha) de creme de leite fresco, 300 gramas (1 e 1/2 xicara) de acucar cristal, 200 gramas de framboesa, 24 gramas (2 colheres de sopa) de acucar refinado, 100 gramas de morango, flores comestiveis (opcional), 15 ml (1 colher de sopa) de vinagre branco, 18 gramas (2 colheres de sopa) de amido de milho, 100 gramas de mirtilo, 1/2 fava de baunilha ou 15 ml (1 colher de sopa) de extrato de baunilha, 2,5 gramas (1/2 colher de cha) de sal, 200 gramas de mirtilo","['Arrume as frutas e as flores por cima do creme e sirva assim que terminar de montar.', 'Com a ajuda de uma espatula, espalhe o merengue em torno do diametro tracado. Faca um circulo alto nas bordas com uma cavidade um pouco mais baixa de pelo menos 15 cm de diametro no meio para poder colocar o creme chantili depois de pronto.', 'Processe as framboesas para que virem um pure.', 'Acrescente mais 1/3 do acucar, bata mais 3 minutos.', 'Bata as claras na batedeira em velocidade media-baixa ate comecar a espumar.', 'Se quiser um creme mais liso, passe o pure em uma paneira para tirar as sementinhas.', 'Acrescente o amido de milho, o vinagre, o extrato de baunilha ou as sementes da fava e o sal.', 'Cozinhe por 10 minutos em fogo medio.', 'Bata ate que tudo se misture.', 'Com cuidado, jogue aos poucos a geleia de mirtilo. Nao coloque tudo, reserve um pouco para que os convidados possam se servir.', 'Bata o creme de leite fresco em ponto de chantili com o acucar e as sementes da fava de baunilha.', 'Coloque o chantili de framboesa na cavidade do disco.', 'Trace um disco de 24 cm de diametro em uma folha de papel-manteiga colocado por cima de uma forma.', 'Processe o mirtilo com o acucar e despeje em uma frigideira antiaderente.', 'Acrescente a ultima parte do acucar e bata ate que o acucar se dissolva por completo. DICA: Bata sempre com velocidade media-baixa e passe um pouco do merengue entre os dedos para ver se o acucar se dissolveu.', 'Desligue o forno, coloque uma colher de pau na porta do forno e deixe o merengue por pelo menos 6 horas la dentro.', 'Arrume o disco de merengue em uma base de bolo ou em um prato de servir.', 'Coe e reserve na geladeira.', 'Acrescente 1/3 do chantili no pure de framboesa e misture bem.', 'Coloque 1/3 do acucar, bata mais 3 minutos.', 'Leve para assar em forno preaquecido a 120degC por 1 hora.', 'Adicione o restante com delicadeza para nao perder o ar e reserve.']",12 pessoas,60.0,https://www.daninoce.com.br/receitas/pavlova-de-frutas-vermelhas/,extras,70.0,360.0
344,344,344,creme-de-confeiteiro-sem-leite,"250 ml leite de coco integral, 80g acucar, 25g amido de milho, 1 col cha pasta de baunilha (ou raspas de 1 fava baunilha ou 1 col sopa de extrato- mas as sementinhas fazem toda a diferenca!), 60g gemas (aproximadamente 3 gemas)","['Numa panela ferva o leite de coco com a metade do acucar e a baunilha.', 'Retire do fogo e espalhe numa assadeira. Cubra imediatamente com filme plastico (de modo que o plastico encoste no creme, para nao formar uma pelicula) e deixe esfriar', 'DICA: eu ponho sacos com gelo por cima, pois quanto mais rapido o creme esfriar, melhor sera a consistencia final.', 'Guarde o creme na geladeira por ate 3 dias.', 'Despeje sobre a mistura de gemas o leite fervendo, devagar (para nao cozinhar a gema) com um fouet.', 'Coloque essa mistura numa panela em banho-maria e va mexendo com um fouet ate que comece a engrossar.', 'Numa tigela misture as gemas, o amido e o restante do acucar.', 'Quando comecar a ficar na consistencia de um mingau, retire a panela do fogo e mexa por 30 segundos e volte para o fogo por 1 minuto. Repita essa operacao ate ficar um creme grosso- isso vai permitir que o amido cozinhe e perca aquele gosto de farinha sem que voce cozinhe demais a gema.']",,5.0,https://www.daninoce.com.br/receitas/creme-de-confeiteiro-sem-leite/,extras,10.0,30.0
